Humidity,Visibility (km),Temperature (C)
0.45,0.6199999999999999,0.6813851379338912
0.47,0.6429999999999999,0.6574434595311076
0.52,0.6199999999999999,0.6207439317372215
0.5,0.983,0.6108027503935052
0.61,0.9289999999999998,0.5756772429790408
0.65,0.983,0.5263027089719162
0.58,0.983,0.5262198657940519
0.52,0.9289999999999998,0.5682213569712535
0.53,0.983,0.5181840775412145
0.57,0.983,0.5064203462844835
0.56,0.9289999999999998,0.4930825946483308
0.56,0.6199999999999999,0.48662082677491514
0.55,0.6199999999999999,0.5265512385055091
0.41,0.6429999999999999,0.5932399966862729
0.38,0.6199999999999999,0.6231463838952862
0.36,0.6199999999999999,0.6717753293016321
0.34,0.6429999999999999,0.6822135697125342
0.3,0.6199999999999999,0.7136111341231051
0.29,0.6199999999999999,0.7301797696959657
0.29,0.6429999999999999,0.7320851627868447
0.28,0.6199999999999999,0.7460028166680475
0.27,0.6199999999999999,0.7460028166680475
0.28,0.6429999999999999,0.7325822218540305
0.26,0.6369999999999999,0.7305111424074229
0.34,0.6199999999999999,0.68213072653467
0.4,0.6429999999999999,0.6433601192941762
0.64,0.6199999999999999,0.5820561676745921
0.65,0.983,0.5558777234694724
0.7,0.9289999999999998,0.5470963466158563
0.66,0.983,0.5687184160384393
0.61,0.983,0.542125755943998
0.51,0.9289999999999998,0.5320188882445531
0.51,0.983,0.5683042001491179
0.56,0.983,0.5287880043078453
0.73,0.9289999999999998,0.484135531438986
0.75,0.6199999999999999,0.4528208102062796
0.75,0.6199999999999999,0.5303620246872671
0.54,0.6199999999999999,0.6009444122276532
0.5,0.6199999999999999,0.6387209013337752
0.47,0.6199999999999999,0.6562008118631432
0.39,0.6429999999999999,0.6798939607323338
0.36,0.6199999999999999,0.6967111258387872
0.33,0.6199999999999999,0.6983679893960733
0.35,0.6429999999999999,0.7131969182337835
0.32,0.6199999999999999,0.713859663656698
0.31,0.6199999999999999,0.7136111341231051
0.28,0.6429999999999999,0.7147709386132053
0.33,0.6199999999999999,0.6976224007952945
0.35,0.6199999999999999,0.6797282743766051
0.43,0.6429999999999999,0.6408748239582471
0.45,0.6199999999999999,0.6197498136028499
0.43,0.983,0.6108027503935052
0.43,0.9289999999999998,0.5958909783779307
0.43,0.983,0.5882694060144148
0.46,0.983,0.5710380250186398
0.76,0.9289999999999998,0.4654129732416536
0.59,0.983,0.49482230138348116
0.63,0.983,0.48968602435589437
0.69,0.9289999999999998,0.4627619915499959
0.7,0.6199999999999999,0.4422168834396488
0.7,0.6199999999999999,0.46938944577914016
0.67,0.6429999999999999,0.5036865214149615
0.55,0.6199999999999999,0.5820561676745921
0.5,0.6199999999999999,0.6231463838952862
0.37,0.6429999999999999,0.6530527711042996
0.26,0.6199999999999999,0.6707812111672604
0.31,0.6199999999999999,0.6717753293016321
0.29,0.6429999999999999,0.6725209179024108
0.26,0.6199999999999999,0.6721067020130893
0.26,0.6199999999999999,0.6724380747245465
0.27,0.6429999999999999,0.6727694474360038
0.28,0.6199999999999999,0.6558694391516859
0.33,0.6199999999999999,0.623063540717422
0.37,0.6199999999999999,0.5986248032474526
0.59,0.6199999999999999,0.5229889818573441
0.62,0.983,0.4963134785850386
0.62,0.9289999999999998,0.48595808135200075
0.78,0.983,0.47237180018225505
0.76,0.983,0.4785850385220778
0.64,0.9289999999999998,0.5254742771932732
0.79,0.983,0.4540634578742441
0.81,0.983,0.447187474111507
0.85,0.9289999999999998,0.41413304614365015
0.84,0.696,0.44652472868859255
0.88,0.6199999999999999,0.47212327064866216
0.65,0.6199999999999999,0.5464336011929418
0.5,0.6199999999999999,0.6056664733659184
0.33,0.6199999999999999,0.6542954187722642
0.31,0.6429999999999999,0.6699527793886174
0.32,0.6199999999999999,0.6794797448430122
0.34,0.6199999999999999,0.6808052356888412
0.26,0.6429999999999999,0.6970424985502445
0.26,0.6199999999999999,0.6973738712617017
0.36,0.6199999999999999,0.6977052439731588
0.24,0.6429999999999999,0.7112086819650402
0.29,0.6199999999999999,0.6967111258387872
0.35,0.6199999999999999,0.657277773175379
0.43,0.6429999999999999,0.626625797365587
0.53,0.6199999999999999,0.5811448927180847
0.58,0.983,0.564244884433767
0.59,0.9289999999999998,0.5706238091293183
0.65,0.983,0.5352497721812609
0.6,0.983,0.5261370226161877
0.55,0.9289999999999998,0.5126335846243063
0.72,0.983,0.48123602021373546
0.75,0.983,0.47121199569215483
0.74,0.9289999999999998,0.478916411233535
0.81,0.6199999999999999,0.4460276696214068
0.75,0.6199999999999999,0.50981691657692
0.55,0.6429999999999999,0.6164360864882779
0.4,0.6199999999999999,0.6770772926849475
0.35,0.6199999999999999,0.7101317206528043
0.35,0.6429999999999999,0.7122028000994118
0.33,0.6199999999999999,0.7442631099328971
0.3,0.6199999999999999,0.745340071245133
0.35,0.646,0.73026261287383
0.39,0.6239999999999999,0.7263689835142078
0.43,0.6999999999999998,0.6952199486372298
0.49,0.7079999999999999,0.6807223925109769
0.45,0.6199999999999999,0.621406677160136
0.38,0.6199999999999999,0.604506668875818
0.39,0.6429999999999999,0.6066605915002901
0.41,0.6199999999999999,0.5952282329550163
0.43,0.983,0.5789081269157486
0.49,0.9509999999999998,0.5712037113743684
0.6,0.983,0.5084914257310911
0.51,0.983,0.5189296661419933
0.59,0.9509999999999998,0.4989644602766963
0.59,0.6199999999999999,0.4712948388700191
0.64,0.983,0.4703007207356475
0.71,0.9509999999999998,0.41877226410405105
0.75,0.6199999999999999,0.4249855024438738
0.75,0.6199999999999999,0.47278601607157655
0.6,0.6429999999999999,0.49623063540717427
0.43,0.6199999999999999,0.5797365586943916
0.37,0.6199999999999999,0.5962223510893878
0.38,0.6429999999999999,0.6054179438323255
0.31,0.6199999999999999,0.6214895203380002
0.25,0.6199999999999999,0.6380581559108609
0.27,0.6429999999999999,0.6397150194681468
0.28,0.6199999999999999,0.6542954187722642
0.27,0.6199999999999999,0.6535498301714855
0.28,0.6429999999999999,0.6537983597050784
0.29,0.6199999999999999,0.6227321680059648
0.36,0.6199999999999999,0.5986248032474526
0.43,0.6429999999999999,0.5562090961809296
0.55,0.6199999999999999,0.5072487780631266
0.62,0.983,0.5048463259050617
0.69,0.9289999999999998,0.47452572280672695
0.82,0.9259999999999998,0.4931654378261951
0.84,0.6199999999999999,0.4564659100323089
0.76,0.8800000000000002,0.47568552729682717
0.88,0.5049999999999999,0.4478502195344214
0.85,0.5049999999999999,0.4291276613370889
0.79,0.523,0.4297904067600034
0.79,0.6199999999999999,0.4118962803413139
0.71,0.6199999999999999,0.43956590174799115
0.71,0.6199999999999999,0.514456134537321
0.61,0.6199999999999999,0.5454394830585703
0.55,0.6199999999999999,0.6031811780299894
0.44,0.6429999999999999,0.6366498218871677
0.33,0.6199999999999999,0.6552895369066358
0.26,0.6199999999999999,0.6704498384558033
0.3,0.6429999999999999,0.6692071907878387
0.33,0.6199999999999999,0.6711125838787176
0.25,0.6199999999999999,0.6704498384558033
0.28,0.6429999999999999,0.6697042498550245
0.27,0.6199999999999999,0.6542125755943998
0.31,0.6199999999999999,0.6206610885593572
0.51,0.6199999999999999,0.5685527296827106
0.58,0.6199999999999999,0.5447767376356558
0.69,0.983,0.5051776986165191
0.75,0.9289999999999998,0.48223013834810713
0.62,0.983,0.46591003230883943
0.62,0.983,0.46648993455388954
0.65,0.9289999999999998,0.5071659348852623
0.64,0.983,0.44677325822218544
0.63,0.983,0.4456962969099495
0.7,0.9289999999999998,0.4429624720404275
0.7,0.6199999999999999,0.42134040261784445
0.65,0.6199999999999999,0.47750807720984184
0.53,0.6199999999999999,0.5731091044652473
0.42,0.6199999999999999,0.6204954022036286
0.36,0.6199999999999999,0.6542954187722642
0.37,0.6429999999999999,0.6706155248115319
0.3,0.6199999999999999,0.6960483804158728
0.33,0.6199999999999999,0.6973738712617017
0.31,0.6429999999999999,0.7259547676248861
0.3,0.6199999999999999,0.7287714356722724
0.29,0.6199999999999999,0.7287714356722724
0.3,0.6429999999999999,0.7299312401623728
0.24,0.6199999999999999,0.7128655455223263
0.34,0.6199999999999999,0.6727694474360038
0.41,0.6429999999999999,0.6294424654129733
0.45,0.6199999999999999,0.6055836301880542
0.43,0.983,0.6039267666307679
0.48,0.9289999999999998,0.5872752878800431
0.62,0.983,0.5417115400546766
0.66,0.983,0.5086571120868197
0.63,0.9289999999999998,0.484135531438986
0.58,0.983,0.4907629856681303
0.57,0.983,0.48123602021373546
0.5,0.9289999999999998,0.4746914091624555
0.4,0.6199999999999999,0.5159473117388784
0.43,0.6199999999999999,0.49399386960483815
0.38,0.6429999999999999,0.5626708640543452
0.38,0.6199999999999999,0.57932234280507
0.35,0.6199999999999999,0.6038439234529038
0.34,0.9509999999999998,0.6228150111838291
0.29,0.983,0.630436583547345
0.31,0.983,0.6552895369066358
0.31,0.9509999999999998,0.664899345538895
0.31,0.983,0.6715267997680392
0.3,0.983,0.6787341562422335
0.3,0.9509999999999998,0.6798939607323338
0.3,0.983,0.6707812111672604
0.36,0.983,0.6451826692071909
0.44,0.9509999999999998,0.6094772595476763
0.46,0.983,0.5790738132714771
0.6,0.983,0.5289536906635739
0.59,0.9289999999999998,0.5041007373042831
0.65,0.983,0.47775660674343473
0.56,0.983,0.4835556291939359
0.66,0.9289999999999998,0.45248943749482234
0.73,0.983,0.42962472040427474
0.76,0.983,0.46267914837213164
0.7,0.9289999999999998,0.451578162538315
0.68,0.983,0.44014580399304126
0.69,0.983,0.4415541380167344
0.52,0.9289999999999998,0.5054262281501118
0.47,0.983,0.5721149863308758
0.4,0.983,0.5969679396901666
0.37,0.9509999999999998,0.6309336426145309
0.28,0.983,0.6462596305194268
0.3,0.983,0.6631596388037446
0.25,0.9509999999999998,0.6735978792146469
0.24,0.983,0.679396901665148
0.26,0.983,0.6797282743766051
0.24,0.9509999999999998,0.6807223925109769
0.23,0.983,0.6641537569381162
0.25,0.983,0.6468395327644769
0.34,0.9509999999999998,0.6005301963383316
0.35,0.983,0.5700439068842682
0.38,0.983,0.5342556540468892
0.49,0.9289999999999998,0.486040924529865
0.63,0.983,0.4581227735895949
0.66,0.983,0.4729517024273052
0.69,0.9289999999999998,0.49838455803164616
0.74,0.983,0.4239085411316379
0.74,0.983,0.41537569381161465
0.69,0.9289999999999998,0.43418109518681147
0.75,0.983,0.42125755943998017
0.65,0.6199999999999999,0.4848811200397648
0.3,0.6199999999999999,0.5873581310579075
0.29,0.6199999999999999,0.6214895203380002
0.27,0.6199999999999999,0.6542954187722642
0.27,0.6429999999999999,0.6767459199734902
0.19,0.6199999999999999,0.6960483804158728
0.17,0.6199999999999999,0.7126170159887334
0.2,0.6429999999999999,0.7133626045895121
0.23,0.6199999999999999,0.7298483969845083
0.15,0.6199999999999999,0.7295170242730513
0.15,0.6429999999999999,0.7300969265181013
0.18,0.6199999999999999,0.7139425068345624
0.25,0.6199999999999999,0.6814679811117555
0.27,0.6429999999999999,0.6427802170491261
0.48,0.6199999999999999,0.5499958578411068
0.62,0.983,0.5437826195012841
0.64,0.9509999999999998,0.5171071162289786
0.63,0.983,0.520752216055008
0.69,0.983,0.48173307928092124
0.77,0.9509999999999998,0.5629193935879382
0.71,0.983,0.4741943500952697
0.77,0.983,0.4582884599453236
0.77,0.9509999999999998,0.4669869936210753
0.65,0.6199999999999999,0.48894043575511564
0.6,0.6199999999999999,0.5609311573191949
0.4,0.7079999999999999,0.627702758677823
0.46,0.5049999999999999,0.6242233452075223
0.61,0.696,0.6110512799270981
0.62,0.7079999999999999,0.6248860906304367
0.56,0.696,0.6604258139342225
0.32,0.6199999999999999,0.7312567310082015
0.29,0.6429999999999999,0.7430204622649326
0.27,0.6199999999999999,0.7536243890315633
0.33,0.6199999999999999,0.7442631099328971
0.37,0.7079999999999999,0.7467484052688262
0.43,0.615,0.6969596553723802
0.59,0.6199999999999999,0.6690415044321101
0.49,0.711,0.671195427056582
0.58,0.696,0.6513130643691493
0.63,0.696,0.6344958992626958
0.74,0.9289999999999998,0.6208267749150858
0.75,0.983,0.602021373539889
0.81,0.983,0.5844586198326568
0.83,0.9289999999999998,0.5396404606080689
0.86,0.9199999999999998,0.5300306519758099
0.89,0.9199999999999998,0.4997928920553393
0.87,0.721,0.5242316295253087
0.87,0.319,0.48231298152597135
0.93,0.615,0.5576174302046227
0.76,0.6199999999999999,0.5944826443542375
0.72,0.696,0.6061635324331043
0.67,0.6999999999999998,0.6219037362273218
0.67,0.688,0.6166017728440063
0.76,0.6999999999999998,0.6068262778560186
0.57,0.6999999999999998,0.6562008118631432
0.53,0.7079999999999999,0.6719410156573606
0.5,0.696,0.6797282743766051
0.51,0.696,0.6797282743766051
0.59,0.7079999999999999,0.6606743434678155
0.66,0.6199999999999999,0.6388865876895038
0.7,0.6199999999999999,0.6244718747411151
0.69,0.6429999999999999,0.6243890315632508
0.76,0.6199999999999999,0.6034297075635823
0.8,0.983,0.5868610719907217
0.85,0.9289999999999998,0.5752630270897192
0.78,0.696,0.5993703918482314
0.75,0.983,0.594068428464916
0.84,0.8749999999999999,0.5429541877226411
0.89,0.6199999999999999,0.5290365338414382
0.89,0.9259999999999998,0.4957335763399885
0.9,0.8800000000000002,0.5308590837544529
0.87,0.26099999999999995,0.4694722889570045
0.89,0.324,0.5303620246872671
0.69,0.6199999999999999,0.6165189296661421
0.56,0.6199999999999999,0.6535498301714855
0.47,0.6199999999999999,0.6718581724794964
0.38,0.6199999999999999,0.697456714439566
0.39,0.6199999999999999,0.6973738712617017
0.32,0.6199999999999999,0.729185651561594
0.34,0.6429999999999999,0.7426890895534753
0.33,0.6199999999999999,0.7464170325573689
0.33,0.6199999999999999,0.7463341893795046
0.3,0.7079999999999999,0.7437660508657113
0.43,0.696,0.697208184905973
0.7,0.5049999999999999,0.6272056996106371
0.72,0.688,0.6164360864882779
0.74,0.6239999999999999,0.5974649987573524
0.79,0.6199999999999999,0.5816419517852706
0.79,0.8800000000000002,0.57219782950874
0.85,0.9259999999999998,0.546764973904399
0.83,0.9259999999999998,0.5548007621572364
0.76,0.9289999999999998,0.5210007455886009
0.86,0.9199999999999998,0.4968933808300887
0.89,0.5,0.5063375031066192
0.89,0.359,0.5049291690829261
0.93,0.491,0.5061718167508906
0.92,0.6089999999999999,0.5462679148372132
0.73,0.6199999999999999,0.5995360782039599
0.55,0.6199999999999999,0.6388865876895038
0.42,0.6199999999999999,0.6967111258387872
0.34,0.6429999999999999,0.7122028000994118
0.32,0.6199999999999999,0.7292684947394583
0.28,0.6199999999999999,0.7460856598459118
0.27,0.6429999999999999,0.7440145803993042
0.29,0.6199999999999999,0.7537072322094276
0.26,0.6199999999999999,0.7537072322094276
0.27,0.6429999999999999,0.7469969348024191
0.37,0.6199999999999999,0.7458371303123189
0.26,0.6199999999999999,0.7281086902493581
0.5,0.6429999999999999,0.6359042332863889
0.55,0.6199999999999999,0.6059150028995113
0.65,0.983,0.5895120536823794
0.66,0.9289999999999998,0.5683042001491179
0.7,0.6199999999999999,0.5488360533510066
0.75,0.983,0.532267417778146
0.57,0.9289999999999998,0.586943915168586
0.67,0.6199999999999999,0.5237345704581229
0.7,0.6199999999999999,0.5229889818573441
0.59,0.9289999999999998,0.5451909535249773
0.63,0.6199999999999999,0.5254742771932732
0.61,0.6199999999999999,0.5816419517852706
0.5,0.6199999999999999,0.6533013006378926
0.37,0.6199999999999999,0.7107944660757187
0.33,0.6199999999999999,0.7431861486206611
0.29,0.6429999999999999,0.7645596885096514
0.27,0.6199999999999999,0.7676248860906305
0.24,0.6199999999999999,0.7702758677822883
0.25,0.6429999999999999,0.7727611631182173
0.28,0.983,0.7638969430867368
0.27,0.6199999999999999,0.7563582139010854
0.29,0.657,0.7516361527628201
0.37,0.6199999999999999,0.7324993786761661
0.42,0.6199999999999999,0.700770441554138
0.47,0.6429999999999999,0.6552066937287715
0.54,0.6199999999999999,0.6263772678319941
0.51,0.983,0.6226493248281005
0.56,0.9509999999999998,0.5997846077375528
0.58,0.983,0.5819733244967278
0.56,0.983,0.5809792063623562
0.63,0.9289999999999998,0.5710380250186398
0.57,0.983,0.5944826443542375
0.55,0.983,0.5934056830420016
0.58,0.9480000000000001,0.5818076381409992
0.61,0.6199999999999999,0.576837047469141
0.59,0.6199999999999999,0.6010272554055174
0.49,0.6199999999999999,0.6655620909618094
0.38,0.6199999999999999,0.7260376108027504
0.3,0.6199999999999999,0.7522988981857345
0.29,0.6429999999999999,0.7697788087151024
0.26,0.6199999999999999,0.7875072487780632
0.28,0.6199999999999999,0.7853533261535913
0.22,0.6429999999999999,0.7856846988650485
0.29,0.6199999999999999,0.7711871427387955
0.38,0.6239999999999999,0.745588600778726
0.44,0.646,0.7321680059647089
0.47,0.6239999999999999,0.6954684781708227
0.54,0.696,0.6709468975229891
0.66,0.6429999999999999,0.6286140336343303
0.69,0.6199999999999999,0.6050865711208683
0.65,0.983,0.6110512799270981
0.66,0.6199999999999999,0.5959738215557949
0.79,0.9259999999999998,0.4861237677077293
0.76,0.9259999999999998,0.4771767044983846
0.61,0.974,0.503520835059233
0.79,0.9259999999999998,0.4169497141910364
0.82,0.9259999999999998,0.44553061055422094
0.9,0.6199999999999999,0.4419683539060559
0.91,0.38499999999999995,0.3996354900173971
0.85,0.38499999999999995,0.444453649241985
0.77,0.615,0.5008698533675753
0.65,0.615,0.5628365504100739
0.54,0.615,0.6211581476265431
0.38,0.6199999999999999,0.6513959075470136
0.27,0.6199999999999999,0.6549581641951787
0.25,0.6199999999999999,0.6711125838787176
0.3,0.6429999999999999,0.6571949299975148
0.3,0.6199999999999999,0.6718581724794964
0.36,0.6199999999999999,0.6711125838787176
0.33,0.6429999999999999,0.6709468975229891
0.38,0.6199999999999999,0.6400463921796041
0.4,0.6199999999999999,0.6061635324331043
0.46,0.6199999999999999,0.5832988153425567
0.5,0.6199999999999999,0.5620081186314307
0.54,0.983,0.5321017314224175
0.62,0.9289999999999998,0.49780465578659605
0.67,0.983,0.5775826360699197
0.67,0.983,0.5384806561179687
0.7,0.9289999999999998,0.5084914257310911
0.72,0.983,0.5186811366084003
0.71,0.983,0.49995857841106794
0.73,0.9289999999999998,0.5036865214149615
0.71,0.6199999999999999,0.5029409328141828
0.62,0.6199999999999999,0.5369894789164114
0.56,0.6429999999999999,0.57932234280507
0.55,0.6199999999999999,0.604506668875818
0.5,0.6199999999999999,0.6376439400215393
0.39,0.6429999999999999,0.6670532681633667
0.37,0.6199999999999999,0.6784027835307763
0.33,0.6199999999999999,0.693894457791401
0.33,0.6429999999999999,0.6977052439731588
0.33,0.6199999999999999,0.69637975312733
0.36,0.6199999999999999,0.6808052356888412
0.34,0.6429999999999999,0.6834562173804988
0.3,0.6199999999999999,0.6956341645265514
0.36,0.6199999999999999,0.6566150277524647
0.43,0.6429999999999999,0.615939027421092
0.53,0.6199999999999999,0.5683042001491179
0.62,0.983,0.5200894706320935
0.64,0.9289999999999998,0.5274625134620164
0.56,0.983,0.4995443625217464
0.65,0.983,0.47742523403197756
0.61,0.9289999999999998,0.44950708309170745
0.6,0.983,0.5109767210670202
0.73,0.983,0.45919973490183086
0.75,0.9289999999999998,0.44693894457791405
0.76,0.615,0.47021787755778316
0.82,0.615,0.45679728274376613
0.78,0.615,0.5051776986165191
0.6,0.6199999999999999,0.5649076298566813
0.56,0.6199999999999999,0.597382155579488
0.6,0.6199999999999999,0.6079860823461188
0.46,0.6199999999999999,0.6387209013337752
0.38,0.6199999999999999,0.6552895369066358
0.39,0.6199999999999999,0.6694557203214316
0.37,0.6199999999999999,0.6717753293016321
0.27,0.6199999999999999,0.670118465744346
0.32,0.6199999999999999,0.6699527793886174
0.39,0.6199999999999999,0.6521414961477923
0.47,0.6199999999999999,0.6196669704249855
0.52,0.6199999999999999,0.5958909783779307
0.58,0.6199999999999999,0.49391102642697376
0.58,0.983,0.4818987656366499
0.56,0.9289999999999998,0.4617678734156243
0.58,0.983,0.4544776737635656
0.56,0.983,0.44362521746334194
0.61,0.9289999999999998,0.4647502278187392
0.58,0.983,0.4306188385386464
0.6,0.983,0.42034628448347283
0.62,0.983,0.40982520089470637
0.67,0.6199999999999999,0.3862977383812443
0.58,0.6199999999999999,0.4128075552978213
0.57,0.9289999999999998,0.42606246375610973
0.45,0.6199999999999999,0.4648330709966035
0.37,0.6199999999999999,0.474277193273134
0.35,0.6429999999999999,0.5164443708060642
0.34,0.6199999999999999,0.5638306685444454
0.35,0.6199999999999999,0.5952282329550163
0.37,0.6429999999999999,0.5958909783779307
0.34,0.6199999999999999,0.6041752961643609
0.4,0.6199999999999999,0.6055836301880542
0.4,0.6429999999999999,0.6059978460773756
0.46,0.6199999999999999,0.5968850965123023
0.52,0.6199999999999999,0.5248115317703588
0.47,0.6429999999999999,0.5434512467898269
0.63,0.6199999999999999,0.47825366581062057
0.59,0.983,0.47825366581062057
0.61,0.9289999999999998,0.4476845331786928
0.64,0.983,0.4294590340485462
0.6,0.983,0.458702675834645
0.75,0.9289999999999998,0.4949879877392097
0.63,0.983,0.4578742440560021
0.69,0.983,0.4476845331786928
0.68,0.9289999999999998,0.45364924198492257
0.63,0.6199999999999999,0.4374119791235192
0.6,0.6199999999999999,0.4667384640874825
0.56,0.6199999999999999,0.5105625051776987
0.47,0.6199999999999999,0.5952282329550163
0.53,0.6199999999999999,0.5818076381409992
0.5,0.6429999999999999,0.6193355977135284
0.44,0.6199999999999999,0.6539640460608069
0.51,0.6199999999999999,0.6704498384558033
0.45,0.6429999999999999,0.6764145472620331
0.42,0.6199999999999999,0.6801424902659265
0.33,0.6199999999999999,0.6801424902659265
0.36,0.6429999999999999,0.6811366084002983
0.4,0.983,0.6790655289536907
0.46,0.6199999999999999,0.6393008035788253
0.54,0.6199999999999999,0.6035125507414465
0.64,0.6199999999999999,0.5665644934139675
0.69,0.983,0.5090713279761412
0.71,0.9289999999999998,0.5055919145058405
0.73,0.983,0.4912600447353161
0.73,0.983,0.48761494490928675
0.71,0.9289999999999998,0.5227404523237512
0.85,0.983,0.43136442713942513
0.85,0.983,0.4222516775743518
0.87,0.9289999999999998,0.44122276530527715
0.88,0.6199999999999999,0.45837130312318786
0.88,0.6199999999999999,0.47609974318614867
0.77,0.6199999999999999,0.5452737967028416
0.65,0.6199999999999999,0.5962223510893878
0.54,0.6199999999999999,0.6052522574765968
0.5,0.6429999999999999,0.6226493248281005
0.44,0.6199999999999999,0.6380581559108609
0.43,0.696,0.6694557203214316
0.37,0.6429999999999999,0.6692071907878387
0.34,0.6199999999999999,0.670118465744346
0.36,0.6199999999999999,0.655620909618093
0.39,0.6429999999999999,0.6714439565901749
0.39,0.6199999999999999,0.654543948305857
0.48,0.6199999999999999,0.6075718664567974
0.58,0.6429999999999999,0.5717836136194185
0.61,0.6199999999999999,0.5638306685444454
0.63,0.983,0.5433684036119626
0.68,0.9289999999999998,0.5364095766713611
0.71,0.983,0.5323502609560103
0.64,0.983,0.5532267417778147
0.7,0.9289999999999998,0.4578742440560021
0.76,0.983,0.5239002568138514
0.8,0.983,0.5213321183000581
0.75,0.9289999999999998,0.5398061469637976
0.76,0.696,0.5033551487035043
0.71,0.696,0.5124678982685776
0.68,0.6199999999999999,0.4929997514704665
0.63,0.696,0.5102311324662415
0.54,0.6199999999999999,0.57932234280507
0.52,0.6199999999999999,0.6026841189628035
0.44,0.6199999999999999,0.6214895203380002
0.38,0.6199999999999999,0.6231463838952862
0.41,0.6199999999999999,0.6403777648910612
0.35,0.6199999999999999,0.654543948305857
0.26,0.6199999999999999,0.6690415044321101
0.28,0.6199999999999999,0.6550410073730429
0.3,0.6199999999999999,0.6379753127329966
0.37,0.6199999999999999,0.6061635324331043
0.57,0.6199999999999999,0.5242316295253087
0.59,0.6199999999999999,0.49821887167591755
0.61,0.983,0.48165023610305696
0.62,0.9289999999999998,0.48363847237180024
0.69,0.983,0.4415541380167344
0.67,0.983,0.479744843012178
0.7,0.9289999999999998,0.49888161709883194
0.74,0.983,0.4531521829177368
0.71,0.983,0.4762654295418773
0.71,0.9289999999999998,0.4521580647833651
0.85,0.6199999999999999,0.4430453152182919
0.82,0.6199999999999999,0.467981111755447
0.72,0.6199999999999999,0.5132963300472206
0.6,0.6199999999999999,0.5789909700936129
0.54,0.6199999999999999,0.6207439317372215
0.41,0.6429999999999999,0.651230221191285
0.33,0.6199999999999999,0.6784027835307763
0.28,0.6199999999999999,0.6790655289536907
0.36,0.6199999999999999,0.6948057327479084
0.3,0.6199999999999999,0.6959655372380086
0.31,1.0,0.7039184823129816
0.34,0.6429999999999999,0.6818821970010771
0.37,0.6199999999999999,0.6725209179024108
0.46,0.6199999999999999,0.6252174633418939
0.51,0.6429999999999999,0.6110512799270981
0.52,0.6199999999999999,0.5962223510893878
0.57,0.983,0.5856184243227571
0.62,0.9289999999999998,0.5683870433269821
0.57,0.983,0.6208267749150858
0.6,0.983,0.6111341231049624
0.75,0.9289999999999998,0.5997017645596886
0.68,0.983,0.5711208681965041
0.72,0.983,0.5629193935879382
0.69,0.983,0.5502443873746998
0.72,0.6199999999999999,0.5469306602601276
0.61,0.6199999999999999,0.6170988319111922
0.5,0.6199999999999999,0.6726866042581394
0.41,0.6199999999999999,0.7098831911192114
0.34,0.6199999999999999,0.7433518349763899
0.31,0.6429999999999999,0.7648910612211085
0.29,0.6199999999999999,0.7836964625963052
0.26,0.6199999999999999,0.7854361693314558
0.25,0.6429999999999999,0.8004307845248946
0.24,0.6199999999999999,0.8053185320188883
0.24,0.6199999999999999,0.8023361776157734
0.22,0.6199999999999999,0.8047386297738383
0.28,0.6199999999999999,0.7875072487780632
0.29,0.6199999999999999,0.7709386132052026
0.38,0.6199999999999999,0.7301797696959657
0.5,0.6199999999999999,0.6794797448430122
0.51,0.983,0.66846160218706
0.58,0.983,0.6364012923535748
0.66,0.983,0.7423577168420181
0.65,0.9859999999999999,0.7423577168420181
0.75,0.932,0.7139425068345624
0.72,0.9769999999999999,0.7094689752298899
0.74,0.983,0.7019302460442385
0.77,0.924,0.6995277938861735
0.79,0.6089999999999999,0.6939773009692652
0.74,0.6089999999999999,0.7098831911192114
0.76,0.9189999999999998,0.7122856432772762
0.65,0.615,0.7430204622649326
0.52,0.696,0.7827023444619337
0.5,0.711,0.7984425482561512
0.45,0.6239999999999999,0.8194018722558198
0.41,0.6239999999999999,0.8372959986745093
0.41,0.6429999999999999,0.8381244304531523
0.38,0.6199999999999999,0.8503852207770692
0.36,0.6199999999999999,0.8478999254411399
0.36,0.6429999999999999,0.8464915914174469
0.36,0.6199999999999999,0.8472371800182257
0.39,0.696,0.8334023693148869
0.46,0.696,0.8184077541214483
0.55,0.696,0.7698616518929668
0.63,0.9289999999999998,0.7503106619169913
0.74,0.9289999999999998,0.7171733907712701
0.79,0.9289999999999998,0.7005219120205453
0.79,0.9289999999999998,0.6998591665976308
0.76,0.9769999999999999,0.6843674923370061
0.76,0.983,0.684616021870599
0.75,0.983,0.676663076795626
0.81,0.9289999999999998,0.6745919973490184
0.85,0.983,0.6538812028829426
0.79,0.696,0.6780714108193191
0.7,0.6199999999999999,0.7252091790241075
0.69,0.6999999999999998,0.7413635987076466
0.72,0.9859999999999999,0.7427719327313396
0.72,0.688,0.7513047800513628
0.66,0.6999999999999998,0.7686190042250021
0.55,0.6999999999999998,0.8003479413470302
0.5,0.688,0.8178278518763981
0.51,0.6999999999999998,0.802750393505095
0.54,0.6999999999999998,0.7878386214895203
0.64,0.688,0.765553806644023
0.62,0.6910000000000001,0.7698616518929668
0.63,0.6910000000000001,0.7297655538066441
0.66,0.703,0.7145224090796125
0.64,0.615,0.7107944660757187
0.64,0.9769999999999999,0.7098003479413473
0.76,0.924,0.693645928257808
0.71,0.9769999999999999,0.6943086736807225
0.76,0.9769999999999999,0.6860243558942922
0.79,0.9289999999999998,0.6765802336177617
0.79,0.9769999999999999,0.670118465744346
